id,pickupdate,returndate,customerid,vehicleid
12536,2020-04-13,2020-04-13,31905,25364
12537,2020-04-13,2020-04-13,30643,21367
12538,2020-04-13,2020-04-13,23712,39483
12539,2020-04-13,2020-04-13,25523,27114
12540,2020-04-13,2020-04-13,25835,21075
12541,2020-04-13,2020-04-13,29374,21637
12542,2020-04-13,2020-04-13,31284,315
12543,2020-04-13,2020-04-13,2870,28694
12544,2020-04-13,2020-04-13,9095,47003
12545,2020-04-13,2020-04-13,12885,35501
12546,2020-04-13,2020-04-13,32060,43150
12547,2020-04-13,2020-04-13,20403,20771
12548,2020-04-13,2020-04-13,12479,41255
12549,2020-04-13,2020-04-13,94,8822
12550,2020-04-13,2020-04-13,30028,41772
12551,2020-04-13,2020-04-13,22419,6853
12552,2020-04-13,2020-04-13,15030,48706
12553,2020-04-13,2020-04-13,8273,16091
12554,2020-04-13,2020-04-13,5031,17484
12555,2020-04-13,2020-04-13,1013,50940
12556,2020-04-13,2020-04-13,25820,14082
12557,2020-04-13,2020-04-13,228,38146
12558,2020-04-13,2020-04-13,1780,44942
12559,2020-04-13,2020-04-13,19120,23063
12560,2020-04-13,2020-04-13,20751,51106
12561,2020-04-13,2020-04-13,12361,24357
12562,2020-04-13,2020-04-13,31748,44177
12563,2020-04-13,2020-04-13,3458,36803
12564,2020-04-13,2020-04-13,8812,8109
12565,2020-04-13,2020-04-13,10116,51236
12566,2020-04-13,2020-04-13,15842,51426
12567,2020-04-13,2020-04-13,7750,28782
12568,2020-04-13,2020-04-13,14784,44673
12569,2020-04-13,2020-04-13,24437,22654
12570,2020-04-13,2020-04-13,21382,43203
12571,2020-04-13,2020-04-13,1407,36028
12572,2020-04-13,2020-04-13,22385,49341
12573,2020-04-13,2020-04-13,23378,24398
12574,2020-04-13,2020-04-13,26891,42217
12575,2020-04-13,2020-04-13,16081,21234
12576,2020-04-13,2020-04-13,12724,38626
12577,2020-04-13,2020-04-13,12291,31841
12578,2020-04-13,2020-04-13,25396,25881
12579,2020-04-13,2020-04-13,12483,24498
12580,2020-04-13,2020-04-13,30802,40612
12581,2020-04-13,2020-04-13,2106,14016
12582,2020-04-13,2020-04-13,19019,12694
12583,2020-04-13,2020-04-13,27480,677
12584,2020-04-13,2020-04-13,17504,18387
12585,2020-04-13,2020-04-13,14899,42300
12586,2020-04-13,2020-04-13,19808,9682
12587,2020-04-13,2020-04-13,15168,16347
12588,2020-04-13,2020-04-13,4928,44337
12589,2020-04-13,2020-04-13,12785,14362
12590,2020-04-13,2020-04-13,13672,21182
12591,2020-04-13,2020-04-13,11989,15480
12592,2020-04-13,2020-04-13,22534,26949
12593,2020-04-13,2020-04-13,15965,20215
12594,2020-04-13,2020-04-13,28577,11039
12595,2020-04-13,2020-04-13,28740,10630
12596,2020-04-13,2020-04-13,25627,654
12597,2020-04-13,2020-04-13,2475,36411
12598,2020-04-13,2020-04-13,23917,11210
12599,2020-04-13,2020-04-13,26503,617
12600,2020-04-13,2020-04-13,15232,27229
12601,2020-04-13,2020-04-13,26355,44483
12602,2020-04-13,2020-04-13,25546,27667
12603,2020-04-13,2020-04-13,4793,46847
12604,2020-04-13,2020-04-13,25163,15893
12605,2020-04-13,2020-04-13,25171,34378
12606,2020-04-13,2020-04-13,13628,20471
12607,2020-04-13,2020-04-13,26371,4225
12608,2020-04-13,2020-04-13,28110,35262
12609,2020-04-13,2020-04-13,31510,41421
12610,2020-04-13,2020-04-13,27842,9934
12611,2020-04-13,2020-04-13,27644,23209
12612,2020-04-13,2020-04-13,31470,1165
12613,2020-04-13,2020-04-13,17854,2208
12614,2020-04-13,2020-04-13,11913,10306
12615,2020-04-13,2020-04-13,4728,38655
12616,2020-04-13,2020-04-13,19705,48225
12617,2020-04-13,2020-04-13,24463,22873
12618,2020-04-13,2020-04-13,12242,10898
12619,2020-04-13,2020-04-13,17915,48321
12620,2020-04-13,2020-04-13,7320,8108
12621,2020-04-13,2020-04-13,18631,34960
12622,2020-04-13,2020-04-13,26790,1448
12623,2020-04-13,2020-04-13,29575,43720
12624,2020-04-13,2020-04-13,26846,27991
12625,2020-04-13,2020-04-13,14954,10542
12626,2020-04-13,2020-04-13,15808,25070
12627,2020-04-13,2020-04-13,29048,6490
12628,2020-04-13,2020-04-13,27271,10997
12629,2020-04-13,2020-04-13,4003,17788
12630,2020-04-13,2020-04-13,11799,34483
12631,2020-04-13,2020-04-13,11578,36149
12632,2020-04-13,2020-04-13,23674,38891
12633,2020-04-13,2020-04-13,8382,16357
12634,2020-04-13,2020-04-13,21754,8823
12635,2020-04-13,2020-04-13,22281,22055
12636,2020-04-13,2020-04-13,27812,41377
12637,2020-04-13,2020-04-13,2348,21564
12638,2020-04-13,2020-04-13,23259,30341
12639,2020-04-13,2020-04-13,3544,11780
12640,2020-04-13,2020-04-13,4154,7539
12641,2020-04-13,2020-04-13,14065,37145
12642,2020-04-13,2020-04-13,6002,4357
12643,2020-04-13,2020-04-13,10213,35598
12644,2020-04-13,2020-04-13,17835,22930
12645,2020-04-13,2020-04-13,7154,15323
12646,2020-04-13,2020-04-13,27926,44219
12647,2020-04-13,2020-04-13,4433,20501
12648,2020-04-13,2020-04-13,10282,33355
12649,2020-04-13,2020-04-13,31658,2192
12650,2020-04-13,2020-04-13,22028,5865
12651,2020-04-13,2020-04-13,458,2832
12652,2020-04-13,2020-04-13,1104,48894
12653,2020-04-13,2020-04-13,21159,19485
12654,2020-04-13,2020-04-13,1684,42483
12655,2020-04-13,2020-04-13,748,43275
12656,2020-04-13,2020-04-13,20504,34691
12657,2020-04-13,2020-04-13,17850,3873
12658,2020-04-13,2020-04-13,28441,11486
12659,2020-04-13,2020-04-13,27883,26987
12660,2020-04-13,2020-04-13,10822,35924
12661,2020-04-13,2020-04-13,11594,792
12662,2020-04-13,2020-04-13,2824,15164
12663,2020-04-13,2020-04-13,18757,47028
12664,2020-04-13,2020-04-13,11096,18747
12665,2020-04-13,2020-04-13,18905,26851
12666,2020-04-13,2020-04-13,127,5302
12667,2020-04-13,2020-04-13,23421,26492
12668,2020-04-13,2020-04-13,20768,6256
12669,2020-04-13,2020-04-13,712,3316
12670,2020-04-13,2020-04-13,17018,27982
12671,2020-04-13,2020-04-13,30184,48902
12672,2020-04-13,2020-04-13,10776,18169
12673,2020-04-13,2020-04-13,4568,8608
12674,2020-04-13,2020-04-13,4889,22869
12675,2020-04-13,2020-04-13,31072,39130
12676,2020-04-13,2020-04-13,28282,47859
12677,2020-04-13,2020-04-13,2680,37134
12678,2020-04-13,2020-04-13,31108,8816
12679,2020-04-13,2020-04-13,6012,2974
12680,2020-04-13,2020-04-13,24910,14203
12681,2020-04-13,2020-04-13,17780,26588
12682,2020-04-13,2020-04-13,14663,19467
12683,2020-04-13,2020-04-13,2487,21316
12684,2020-04-13,2020-04-13,2053,10086
12685,2020-04-13,2020-04-13,28292,47823
12686,2020-04-13,2020-04-13,31834,4077
12687,2020-04-13,2020-04-13,1502,40842
12688,2020-04-13,2020-04-13,3962,34803
12689,2020-04-13,2020-04-13,11173,8925
12690,2020-04-13,2020-04-13,11328,7636
12691,2020-04-13,2020-04-13,14516,46414
12692,2020-04-13,2020-04-13,14454,3947
12693,2020-04-13,2020-04-13,30498,12072
12694,2020-04-13,2020-04-13,24876,41602
12695,2020-04-13,2020-04-13,26425,10883
12696,2020-04-13,2020-04-13,17188,43111
12697,2020-04-13,2020-04-13,5382,7854
12698,2020-04-13,2020-04-13,21008,10851
12699,2020-04-13,2020-04-13,17115,17371
12700,2020-04-13,2020-04-13,31169,8249
12701,2020-04-13,2020-04-13,17953,42564
12702,2020-04-13,2020-04-13,7223,41102
12703,2020-04-13,2020-04-13,25648,38810
12704,2020-04-13,2020-04-13,2857,46565
12705,2020-04-13,2020-04-13,14718,8514
12706,2020-04-13,2020-04-13,23344,21929
12707,2020-04-13,2020-04-13,7721,7010
12708,2020-04-13,2020-04-13,348,40718
12709,2020-04-13,2020-04-13,30442,128
12710,2020-04-13,2020-04-13,14854,23570
12711,2020-04-13,2020-04-13,7598,6372
12712,2020-04-13,2020-04-13,24916,13964
12713,2020-04-13,2020-04-13,8220,48110
12714,2020-04-13,2020-04-13,16528,5902
12715,2020-04-13,2020-04-13,30791,7058
12716,2020-04-13,2020-04-13,199,12058
12717,2020-04-13,2020-04-13,6418,39980
12718,2020-04-13,2020-04-13,20340,30447
12719,2020-04-13,2020-04-13,27681,49414
12720,2020-04-13,2020-04-13,24384,4250
12721,2020-04-13,2020-04-13,27454,48110
12722,2020-04-13,2020-04-13,25860,9442
12723,2020-04-13,2020-04-13,5752,41914
12724,2020-04-13,2020-04-13,32193,8992
12725,2020-04-13,2020-04-13,7152,14124
12726,2020-04-13,2020-04-13,24085,22960
12727,2020-04-13,2020-04-13,12767,37948
12728,2020-04-13,2020-04-13,17966,51041
12729,2020-04-13,2020-04-13,15194,5632
12730,2020-04-13,2020-04-13,17260,33463
12731,2020-04-13,2020-04-13,23827,10946
12732,2020-04-13,2020-04-13,24730,10565
12733,2020-04-13,2020-04-13,22689,1144
12734,2020-04-13,2020-04-13,24593,49600
12735,2020-04-13,2020-04-13,29846,41856
12736,2020-04-13,2020-04-13,7895,35104
12737,2020-04-13,2020-04-13,24863,17112
12738,2020-04-13,2020-04-13,23590,43856
12739,2020-04-13,2020-04-13,14306,11589
12740,2020-04-13,2020-04-13,16247,44253
12741,2020-04-13,2020-04-13,4416,17606
12742,2020-04-13,2020-04-13,28178,50438
12743,2020-04-13,2020-04-13,11662,11344
12744,2020-04-13,2020-04-13,9468,43871
12745,2020-04-13,2020-04-13,27564,17058
12746,2020-04-13,2020-04-13,3910,29214
12747,2020-04-13,2020-04-13,20546,26522
12748,2020-04-13,2020-04-13,24660,23763
12749,2020-04-13,2020-04-13,15695,19982
12750,2020-04-13,2020-04-13,30152,15222
12751,2020-04-13,2020-04-13,12840,47582
12752,2020-04-13,2020-04-13,4073,18010
12753,2020-04-13,2020-04-13,13356,42152
12754,2020-04-13,2020-04-13,31204,45396
12755,2020-04-13,2020-04-13,24653,25961
12756,2020-04-13,2020-04-13,4890,38318
12757,2020-04-13,2020-04-13,30456,2277
12758,2020-04-13,2020-04-13,17129,24303
12759,2020-04-13,2020-04-13,27534,18274
12760,2020-04-13,2020-04-13,6914,37096
12761,2020-04-13,2020-04-13,21021,45616
12762,2020-04-13,2020-04-13,12271,9420
12763,2020-04-13,2020-04-13,6051,7440
12764,2020-04-13,2020-04-13,18351,277
12765,2020-04-13,2020-04-13,11328,11801
12766,2020-04-13,2020-04-13,12329,20952
12767,2020-04-13,2020-04-13,9026,16403
12768,2020-04-13,2020-04-13,17414,13426
12769,2020-04-13,2020-04-13,2705,24186
12770,2020-04-13,2020-04-13,25737,37938
12771,2020-04-13,2020-04-13,5189,4929
12772,2020-04-13,2020-04-13,23501,21118
12773,2020-04-13,2020-04-13,2838,33982
12774,2020-04-13,2020-04-13,1484,43327
12775,2020-04-13,2020-04-13,29030,1419
12776,2020-04-13,2020-04-13,29273,17139
12777,2020-04-13,2020-04-13,17865,44339
12778,2020-04-13,2020-04-13,23765,2195
12779,2020-04-13,2020-04-13,2827,22993
12780,2020-04-13,2020-04-13,30929,2655
12781,2020-04-13,2020-04-13,16898,9698
12782,2020-04-13,2020-04-13,14743,29804
12783,2020-04-13,2020-04-13,6912,7040
12784,2020-04-13,2020-04-13,6164,37914
12785,2020-04-13,2020-04-13,19305,23736
12786,2020-04-13,2020-04-13,28412,49341
12787,2020-04-13,2020-04-13,7925,47952
12788,2020-04-13,2020-04-13,13522,22894
12789,2020-04-13,2020-04-13,16379,19399
12790,2020-04-13,2020-04-13,19954,45422
12791,2020-04-13,2020-04-13,18808,29711
12792,2020-04-13,2020-04-13,5597,7844
12793,2020-04-13,2020-04-13,27445,28772
12794,2020-04-13,2020-04-13,4305,46838
12795,2020-04-13,2020-04-13,2203,45034
12796,2020-04-13,2020-04-13,9245,39882
12797,2020-04-13,2020-04-13,18169,5903
12798,2020-04-13,2020-04-13,32099,7683
12799,2020-04-13,2020-04-13,13643,12057
12800,2020-04-13,2020-04-13,5973,29684
12801,2020-04-13,2020-04-13,5139,46936
12802,2020-04-13,2020-04-13,11776,21099
12803,2020-04-13,2020-04-13,22391,10611
12804,2020-04-13,2020-04-13,19778,34489
12805,2020-04-13,2020-04-13,23801,16493
12806,2020-04-13,2020-04-13,15406,1556
12807,2020-04-13,2020-04-13,27446,36124
12808,2020-04-13,2020-04-13,24401,42227
12809,2020-04-13,2020-04-13,21128,1505
12810,2020-04-13,2020-04-13,12509,45430
12811,2020-04-13,2020-04-13,15962,43794
12812,2020-04-13,2020-04-13,20088,50364
12813,2020-04-13,2020-04-13,128,3090
12814,2020-04-13,2020-04-13,16306,42876
12815,2020-04-13,2020-04-13,25311,43430
12816,2020-04-13,2020-04-13,17238,24552
12817,2020-04-13,2020-04-13,14441,38978
12818,2020-04-13,2020-04-13,22811,40903
12819,2020-04-13,2020-04-13,30855,11090
12820,2020-04-13,2020-04-13,9974,7202
12821,2020-04-13,2020-04-13,15844,1601
12822,2020-04-13,2020-04-13,8432,36359
12823,2020-04-13,2020-04-13,30094,3634
12824,2020-04-13,2020-04-13,2157,20793
12825,2020-04-13,2020-04-13,19102,34119
12826,2020-04-13,2020-04-13,20201,44356
12827,2020-04-13,2020-04-13,10480,4319
12828,2020-04-13,2020-04-13,6696,49758
12829,2020-04-13,2020-04-13,24134,16083
12830,2020-04-13,2020-04-13,7030,34823
12831,2020-04-13,2020-04-13,20628,4815
12832,2020-04-13,2020-04-13,31998,2090
12833,2020-04-13,2020-04-13,8561,8788
12834,2020-04-13,2020-04-13,15216,49122
12835,2020-04-13,2020-04-13,23468,32
12836,2020-04-13,2020-04-13,31109,12072
12837,2020-04-13,2020-04-13,26411,47059
12838,2020-04-13,2020-04-13,27256,792
12839,2020-04-13,2020-04-13,12075,31920
12840,2020-04-13,2020-04-13,17652,29983
12841,2020-04-13,2020-04-13,26909,39583
12842,2020-04-13,2020-04-13,27761,16211
12843,2020-04-13,2020-04-13,6042,29683
12844,2020-04-13,2020-04-13,14388,7886
12845,2020-04-13,2020-04-13,8115,2593
12846,2020-04-13,2020-04-13,7905,28290
12847,2020-04-13,2020-04-13,22274,20986
12848,2020-04-13,2020-04-13,5736,43770
12849,2020-04-13,2020-04-13,19294,20661
12850,2020-04-13,2020-04-13,7158,26263
12851,2020-04-13,2020-04-13,11064,10722
12852,2020-04-13,2020-04-13,13931,26475
12853,2020-04-13,2020-04-13,13330,21261
12854,2020-04-13,2020-04-13,8153,6027
12855,2020-04-13,2020-04-13,30635,24058
12856,2020-04-13,2020-04-13,24660,33040
12857,2020-04-13,2020-04-13,15879,32476
12858,2020-04-13,2020-04-13,23905,8800
12859,2020-04-13,2020-04-13,24000,28357
12860,2020-04-13,2020-04-13,21178,1677
12861,2020-04-13,2020-04-13,3333,27327
12862,2020-04-13,2020-04-13,10306,16271
12863,2020-04-13,2020-04-13,20300,51393
12864,2020-04-13,2020-04-13,2329,48908
12865,2020-04-13,2020-04-13,30843,36828
12866,2020-04-13,2020-04-13,13043,41763
12867,2020-04-13,2020-04-13,12988,14163
12868,2020-04-13,2020-04-13,20366,34406
12869,2020-04-13,2020-04-13,8704,40668
12870,2020-04-13,2020-04-13,15446,8142
12871,2020-04-13,2020-04-13,26917,15233
12872,2020-04-13,2020-04-13,11723,24622
12873,2020-04-13,2020-04-13,27748,29709
12874,2020-04-13,2020-04-13,16380,1297
12875,2020-04-13,2020-04-13,423,6331
12876,2020-04-13,2020-04-13,31655,20790
12877,2020-04-13,2020-04-13,14358,46005
12878,2020-04-13,2020-04-13,25498,33505
12879,2020-04-13,2020-04-13,31500,7272
12880,2020-04-13,2020-04-13,18074,31177
12881,2020-04-13,2020-04-13,9164,48183
12882,2020-04-13,2020-04-13,8197,16827
12883,2020-04-13,2020-04-13,30574,3851
12884,2020-04-13,2020-04-13,29807,31192
12885,2020-04-13,2020-04-13,7020,11565
12886,2020-04-13,2020-04-13,11596,434
12887,2020-04-13,2020-04-13,16925,38325
12888,2020-04-13,2020-04-13,26641,25608
12889,2020-04-13,2020-04-13,24013,17204
12890,2020-04-13,2020-04-13,23669,27725
12891,2020-04-13,2020-04-13,25806,4273
12892,2020-04-13,2020-04-13,27816,20027
12893,2020-04-13,2020-04-13,11261,40920
12894,2020-04-13,2020-04-13,24217,31250
12895,2020-04-13,2020-04-13,4091,12369
12896,2020-04-13,2020-04-13,11742,12882
12897,2020-04-13,2020-04-13,18078,50202
12898,2020-04-13,2020-04-13,13661,42555
12899,2020-04-13,2020-04-13,19245,22495
12900,2020-04-13,2020-04-13,17471,519
12901,2020-04-13,2020-04-13,981,2955
12902,2020-04-13,2020-04-13,2854,49023
12903,2020-04-13,2020-04-13,7973,7632
12904,2020-04-13,2020-04-13,26989,37424
12905,2020-04-13,2020-04-13,22452,11968
12906,2020-04-13,2020-04-13,30682,31896
12907,2020-04-13,2020-04-13,7492,37054
12908,2020-04-13,2020-04-13,7460,23531
12909,2020-04-13,2020-04-13,18352,32504
12910,2020-04-13,2020-04-13,29004,1865
12911,2020-04-13,2020-04-13,11125,32258
12912,2020-04-13,2020-04-13,29829,46071
12913,2020-04-13,2020-04-13,4749,13685
12914,2020-04-13,2020-04-13,19692,42196
12915,2020-04-13,2020-04-13,15495,2981
12916,2020-04-13,2020-04-13,8048,33508
12917,2020-04-13,2020-04-13,15632,2195
12918,2020-04-13,2020-04-13,31171,23341
12919,2020-04-13,2020-04-13,30404,43641
12920,2020-04-13,2020-04-13,17253,10733
12921,2020-04-13,2020-04-13,27060,49879
12922,2020-04-13,2020-04-13,8890,21158
12923,2020-04-13,2020-04-13,12142,13900
12924,2020-04-13,2020-04-13,5728,19338
12925,2020-04-13,2020-04-13,22947,27578
12926,2020-04-13,2020-04-13,16635,25279
12927,2020-04-13,2020-04-13,8963,46374
12928,2020-04-13,2020-04-13,26637,42350
12929,2020-04-13,2020-04-13,6419,29314
12930,2020-04-13,2020-04-13,29624,30279
12931,2020-04-13,2020-04-13,31949,11495
12932,2020-04-13,2020-04-13,178,17413
12933,2020-04-13,2020-04-13,960,45987
12934,2020-04-13,2020-04-13,15377,1746
12935,2020-04-13,2020-04-13,1222,2284
12936,2020-04-13,2020-04-13,4620,4105
12937,2020-04-13,2020-04-13,10019,26030
12938,2020-04-13,2020-04-13,5581,16719
12939,2020-04-13,2020-04-13,17914,33697
12940,2020-04-13,2020-04-13,515,40064
12941,2020-04-13,2020-04-13,18424,50122
12942,2020-04-13,2020-04-13,19326,16022
12943,2020-04-13,2020-04-13,24682,22039
12944,2020-04-13,2020-04-13,31552,43197
12945,2020-04-13,2020-04-13,28918,760
12946,2020-04-13,2020-04-13,6010,27758
12947,2020-04-13,2020-04-13,3814,28432
12948,2020-04-13,2020-04-13,22445,18187
12949,2020-04-13,2020-04-13,17702,42648
12950,2020-04-13,2020-04-13,21762,21555
12951,2020-04-13,2020-04-13,11064,25751
12952,2020-04-13,2020-04-13,16233,17210
12953,2020-04-13,2020-04-13,6298,25123
12954,2020-04-13,2020-04-13,14462,22261
12955,2020-04-13,2020-04-13,7707,15844
12956,2020-04-13,2020-04-13,27835,36157
12957,2020-04-13,2020-04-13,18987,27515
12958,2020-04-13,2020-04-13,4968,760
12959,2020-04-13,2020-04-13,254,35859
12960,2020-04-13,2020-04-13,3122,19007
12961,2020-04-13,2020-04-13,19349,22752
12962,2020-04-13,2020-04-13,1413,38026
12963,2020-04-13,2020-04-13,22511,12294
12964,2020-04-13,2020-04-13,31001,4264
12965,2020-04-13,2020-04-13,11720,11482
12966,2020-04-13,2020-04-13,10894,36014
12967,2020-04-13,2020-04-13,7525,48090
12968,2020-04-13,2020-04-13,21431,48998
12969,2020-04-13,2020-04-13,15287,32714
12970,2020-04-13,2020-04-13,20261,35533
12971,2020-04-13,2020-04-13,30382,44509
12972,2020-04-13,2020-04-13,20626,40522
12973,2020-04-13,2020-04-13,24278,25534
12974,2020-04-13,2020-04-13,23868,31850
12975,2020-04-13,2020-04-13,30018,5631
12976,2020-04-13,2020-04-13,8792,37650
12977,2020-04-13,2020-04-13,18647,47281
12978,2020-04-13,2020-04-13,21566,24385
12979,2020-04-13,2020-04-13,22780,31404
12980,2020-04-13,2020-04-13,5661,31292
12981,2020-04-13,2020-04-13,5110,41952
12982,2020-04-13,2020-04-13,24685,6874
12983,2020-04-13,2020-04-13,28157,32697
12984,2020-04-13,2020-04-13,24607,43785
12985,2020-04-13,2020-04-13,31556,38193
12986,2020-04-13,2020-04-13,19960,38450
12987,2020-04-13,2020-04-13,25059,3281
12988,2020-04-13,2020-04-13,22142,2799
12989,2020-04-13,2020-04-13,10126,1432
12990,2020-04-13,2020-04-13,28401,46464
12991,2020-04-13,2020-04-13,28269,3934
12992,2020-04-13,2020-04-13,10671,19414
12993,2020-04-13,2020-04-13,19771,14274
12994,2020-04-13,2020-04-13,5068,30760
12995,2020-04-13,2020-04-13,12179,16569
12996,2020-04-13,2020-04-13,659,38467
12997,2020-04-13,2020-04-13,29140,50805
12998,2020-04-13,2020-04-13,30789,9273
12999,2020-04-13,2020-04-13,10388,44072
13000,2020-04-13,2020-04-13,2444,17600
13001,2020-04-13,2020-04-13,23059,49440
13002,2020-04-13,2020-04-13,20789,14394
13003,2020-04-13,2020-04-13,31088,46792
13004,2020-04-13,2020-04-13,4591,20719
13005,2020-04-13,2020-04-13,5410,49918
13006,2020-04-13,2020-04-13,2330,40509
13007,2020-04-13,2020-04-13,22295,47113
13008,2020-04-13,2020-04-13,10424,50542
13009,2020-04-13,2020-04-13,22045,48792
13010,2020-04-13,2020-04-13,2448,40012
13011,2020-04-13,2020-04-13,29010,47623
13012,2020-04-13,2020-04-13,6103,36275
13013,2020-04-13,2020-04-13,11104,4744
13014,2020-04-13,2020-04-13,3491,19486
13015,2020-04-13,2020-04-13,11378,48381
13016,2020-04-13,2020-04-13,17256,17140
13017,2020-04-13,2020-04-13,1517,35833
13018,2020-04-13,2020-04-13,31043,34212
13019,2020-04-13,2020-04-13,28490,35446
13020,2020-04-13,2020-04-13,28472,46152
13021,2020-04-13,2020-04-13,29239,39453
13022,2020-04-13,2020-04-13,2305,9150
13023,2020-04-13,2020-04-13,5980,23054
13024,2020-04-13,2020-04-13,3341,5908
13025,2020-04-13,2020-04-13,386,8122
13026,2020-04-13,2020-04-13,12994,17525
13027,2020-04-13,2020-04-13,21535,14330
13028,2020-04-13,2020-04-13,23286,5903
13029,2020-04-13,2020-04-13,2610,41474
13030,2020-04-13,2020-04-13,9922,47778
13031,2020-04-13,2020-04-13,23089,15359
13032,2020-04-13,2020-04-13,31137,25836
13033,2020-04-13,2020-04-13,17486,38719
13034,2020-04-13,2020-04-13,14511,46805
13035,2020-04-13,2020-04-13,4721,4799
13036,2020-04-13,2020-04-13,3856,49198
13037,2020-04-13,2020-04-13,11501,45986
13038,2020-04-13,2020-04-13,24425,5013
13039,2020-04-13,2020-04-13,12684,29186
13040,2020-04-13,2020-04-13,18588,12114
13041,2020-04-13,2020-04-13,1364,46170
13042,2020-04-13,2020-04-13,20000,20280
13043,2020-04-13,2020-04-13,10158,8602
13044,2020-04-13,2020-04-13,29111,12702
13045,2020-04-13,2020-04-13,18628,45062
13046,2020-04-13,2020-04-13,10735,34753
13047,2020-04-13,2020-04-13,26129,46093
13048,2020-04-13,2020-04-13,22063,1308
13049,2020-04-13,2020-04-13,30441,2561
13050,2020-04-13,2020-04-13,26916,26062
13051,2020-04-13,2020-04-13,27891,21652
13052,2020-04-13,2020-04-13,28950,6841
13053,2020-04-13,2020-04-13,2512,34210
13054,2020-04-13,2020-04-13,15257,12768
13055,2020-04-13,2020-04-13,15913,40014
13056,2020-04-13,2020-04-13,1973,232
13057,2020-04-13,2020-04-13,18925,21010
13058,2020-04-13,2020-04-13,1797,39419
13059,2020-04-13,2020-04-13,286,26288
13060,2020-04-13,2020-04-13,26515,10657
13061,2020-04-13,2020-04-13,9228,21027
13062,2020-04-13,2020-04-13,30604,31557
13063,2020-04-13,2020-04-13,621,25629
13064,2020-04-13,2020-04-13,17679,31860
13065,2020-04-13,2020-04-13,12357,20094
13066,2020-04-13,2020-04-13,32032,49802
13067,2020-04-13,2020-04-13,9962,28379
13068,2020-04-13,2020-04-13,25507,39464
13069,2020-04-13,2020-04-13,22700,22782
13070,2020-04-13,2020-04-13,1048,1232
13071,2020-04-13,2020-04-13,23058,19854
13072,2020-04-13,2020-04-13,4795,10481
13073,2020-04-13,2020-04-13,5952,37320
13074,2020-04-13,2020-04-13,19356,18689
13075,2020-04-13,2020-04-13,31226,39188
13076,2020-04-13,2020-04-13,17973,36813
13077,2020-04-13,2020-04-13,12488,50002
13078,2020-04-13,2020-04-13,24570,485
13079,2020-04-13,2020-04-13,10735,19090
13080,2020-04-13,2020-04-13,22722,9110
13081,2020-04-13,2020-04-13,30618,11285
13082,2020-04-13,2020-04-13,10304,25519
13083,2020-04-13,2020-04-13,1639,27691
13084,2020-04-13,2020-04-13,7260,6077
13085,2020-04-13,2020-04-13,24391,7955
13086,2020-04-13,2020-04-13,10737,49312
13087,2020-04-13,2020-04-13,7953,17616
13088,2020-04-13,2020-04-13,16839,38051
13089,2020-04-13,2020-04-13,19536,5606
13090,2020-04-13,2020-04-13,31127,20275
13091,2020-04-13,2020-04-13,18961,41755
13092,2020-04-13,2020-04-13,31835,7736
13093,2020-04-13,2020-04-13,4054,49898
13094,2020-04-13,2020-04-13,14101,35675
13095,2020-04-13,2020-04-13,9358,42481
13096,2020-04-13,2020-04-13,28121,22574
13097,2020-04-13,2020-04-13,27255,23472
13098,2020-04-13,2020-04-13,12151,10218
13099,2020-04-13,2020-04-13,28456,1416
13100,2020-04-13,2020-04-13,10235,6626
13101,2020-04-13,2020-04-13,6463,14289
13102,2020-04-13,2020-04-13,14095,50149
13103,2020-04-13,2020-04-13,11907,29521
13104,2020-04-13,2020-04-13,22623,20280
13105,2020-04-13,2020-04-13,8085,44088
13106,2020-04-13,2020-04-13,14125,15405
13107,2020-04-13,2020-04-13,3162,7528
13108,2020-04-13,2020-04-13,1631,1220
13109,2020-04-13,2020-04-13,27998,38355
13110,2020-04-13,2020-04-13,13886,15200
13111,2020-04-13,2020-04-13,4815,29672
13112,2020-04-13,2020-04-13,19966,37708
13113,2020-04-13,2020-04-13,8698,5557
13114,2020-04-13,2020-04-13,2011,22922
13115,2020-04-13,2020-04-13,28404,45309
13116,2020-04-13,2020-04-13,2629,11449
13117,2020-04-13,2020-04-13,27133,40946
13118,2020-04-13,2020-04-13,10529,21174
13119,2020-04-13,2020-04-13,9371,31663
13120,2020-04-13,2020-04-13,11533,40059
13121,2020-04-13,2020-04-13,18305,35614
13122,2020-04-13,2020-04-13,2027,21539
13123,2020-04-13,2020-04-13,31317,18301
13124,2020-04-13,2020-04-13,4199,68
13125,2020-04-13,2020-04-13,8799,30338
13126,2020-04-13,2020-04-13,20940,6172
13127,2020-04-13,2020-04-13,24504,35295
13128,2020-04-13,2020-04-13,27424,27231
13129,2020-04-13,2020-04-13,6646,29333
13130,2020-04-13,2020-04-13,4956,19481
13131,2020-04-13,2020-04-13,12054,47055
13132,2020-04-13,2020-04-13,1777,23462
13133,2020-04-13,2020-04-13,17494,5018
13134,2020-04-13,2020-04-13,6803,22697
13135,2020-04-13,2020-04-13,30101,51436
13136,2020-04-13,2020-04-13,19687,14335
13137,2020-04-13,2020-04-13,18731,26154
13138,2020-04-13,2020-04-13,4233,31647
13139,2020-04-13,2020-04-13,26006,26545
13140,2020-04-13,2020-04-13,27298,15035
13141,2020-04-13,2020-04-13,16756,21254
13142,2020-04-13,2020-04-13,30508,35086
13143,2020-04-13,2020-04-13,9138,37188
13144,2020-04-13,2020-04-13,11897,45373
